batch_index,image_name,width,height,source_pool,source_group,original_path,brightness_mean,contrast_std,edge_mean
11,011_mobile_night_video_20250529_205507_frame_0097.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0097.jpg,31.135,35.951,21.147
12,012_seed_streetlight_dataset_train_test_set_2_frame_1_jpg.rf.r7wz9Ong6s1CLb0TotG0.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\test_set_2_frame_1_jpg.rf.r7wz9Ong6s1CLb0TotG0.jpg,31.68,27.708,21.694
13,013_mobile_night_video_20250529_205815_frame_0040.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0040.jpg,35.29,38.683,10.481
14,014_seed_streetlight_dataset_valid_train_set_1_frame_384_jpg.rf.jSoYhPtwzr8JTxnVSXF6.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_384_jpg.rf.jSoYhPtwzr8JTxnVSXF6.jpg,40.931,43.19,16.231
15,015_mobile_night_video_20250529_2050207_frame_0023.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0023.jpg,44.3,41.546,15.607
16,016_seed_streetlight_dataset_test_train_set_1_frame_413_jpg.rf.NlkrGXOzcQ2UFWfCujhV.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_413_jpg.rf.NlkrGXOzcQ2UFWfCujhV.jpg,48.906,42.772,18.956
17,017_mobile_night_video_20250529_205437_frame_0081.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0081.jpg,32.758,42.07,15.045
18,018_seed_streetlight_dataset_train_train_set_1_frame_15_jpg.rf.tplqGgRTcg8FUr4UJSIT.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_15_jpg.rf.tplqGgRTcg8FUr4UJSIT.jpg,31.989,43.448,12.438
19,019_mobile_night_video_56165151815_frame_0004.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0004.jpg,27.478,44.28,18.402
20,020_seed_streetlight_dataset_valid_val_set_2_frame_2_jpg.rf.YMltdqDZ09EQsWSjwkAa.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\val_set_2_frame_2_jpg.rf.YMltdqDZ09EQsWSjwkAa.jpg,41.452,31.588,22.646
21,021_mobile_night_video_56165151814_frame_0010.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0010.jpg,51.918,44.829,22.216
22,022_seed_streetlight_dataset_test_train_set_1_frame_253_jpg.rf.tEuIvRBsbXLfiaX0MjRc.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_253_jpg.rf.tEuIvRBsbXLfiaX0MjRc.jpg,49.065,41.17,25.577
23,023_mobile_night_video_561651518146_frame_0010.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0010.jpg,51.918,44.829,22.216
24,024_seed_streetlight_dataset_train_set_4_frame_123_jpg.rf.L2fMtx66bUOR8QiqyFy2.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\set_4_frame_123_jpg.rf.L2fMtx66bUOR8QiqyFy2.jpg,32.14,39.422,18.529
25,025_mobile_night_video_20250529_205107_frame_0187.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0187.jpg,35.133,39.309,13.238
26,026_seed_streetlight_dataset_valid_val_set_1_frame_21_jpg.rf.ni84vENUlcZ5Xf6bS1FJ.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\val_set_1_frame_21_jpg.rf.ni84vENUlcZ5Xf6bS1FJ.jpg,42.938,48.905,15.126
27,027_mobile_night_video_5616515181548_frame_0076.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0076.jpg,32.869,37.289,14.835
28,028_seed_streetlight_dataset_test_train_set_1_frame_379_jpg.rf.mOBRvsOdDGecEeDn9Ap0.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_379_jpg.rf.mOBRvsOdDGecEeDn9Ap0.jpg,49.105,36.002,15.664
29,029_mobile_night_video_20250529_211431_frame_0038.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0038.jpg,33.682,35.34,15.859
30,030_seed_streetlight_dataset_train_set_4_frame_128_jpg.rf.KvlgmPDAGw6Lf99udbbB.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\set_4_frame_128_jpg.rf.KvlgmPDAGw6Lf99udbbB.jpg,33.307,43.391,15.516
31,031_mobile_night_video_561651518145_frame_0006.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0006.jpg,13.1,19.092,10.839
32,032_seed_streetlight_dataset_valid_val_set_2_frame_16_jpg.rf.h5z9gRiOqkNG0MbKoY8y.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\val_set_2_frame_16_jpg.rf.h5z9gRiOqkNG0MbKoY8y.jpg,43.111,41.744,20.371
33,033_mobile_night_video_20250529_205304_frame_0032.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0032.jpg,33.041,37.396,10.462
34,034_seed_streetlight_dataset_test_train_set_1_frame_149_jpg.rf.V4aHaFvRdJyaPHvOrj1k.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_149_jpg.rf.V4aHaFvRdJyaPHvOrj1k.jpg,49.343,34.777,17.119
35,035_mobile_night_video_20250529_205507_frame_0101.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0101.jpg,31.588,39.327,18.749
36,036_seed_streetlight_dataset_train_train_set_1_frame_4_jpg.rf.FAknbiqBzxUuRISdZABf.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_4_jpg.rf.FAknbiqBzxUuRISdZABf.jpg,33.685,36.586,10.425
37,037_mobile_night_video_20250529_205815_frame_0002.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0002.jpg,35.519,39.096,10.571
38,038_seed_streetlight_dataset_valid_train_set_1_frame_208_jpg.rf.4paPRxu8zajPWhFjqdxk.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_208_jpg.rf.4paPRxu8zajPWhFjqdxk.jpg,43.492,42.663,13.905
39,039_mobile_night_video_20250529_2050207_frame_0079.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0079.jpg,44.353,35.663,17.827
40,040_seed_streetlight_dataset_test_val_set_1_frame_102_jpg.rf.ENXKV0lTzqR0nujjwPk7.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\val_set_1_frame_102_jpg.rf.ENXKV0lTzqR0nujjwPk7.jpg,49.485,33.933,12.543
41,041_mobile_night_video_20250529_205437_frame_0076.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0076.jpg,32.869,37.289,14.835
42,042_seed_streetlight_dataset_train_train_set_1_frame_381_jpg.rf.wtQguv7lF7LOHqlSRg1f.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_381_jpg.rf.wtQguv7lF7LOHqlSRg1f.jpg,34.018,38.258,13.643
43,043_mobile_night_video_56165151815_frame_0003.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0003.jpg,29.18,45.952,18.507
44,044_seed_streetlight_dataset_valid_train_set_1_frame_321_jpg.rf.SBxRZWzBXgSzfhr93WBJ.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_321_jpg.rf.SBxRZWzBXgSzfhr93WBJ.jpg,43.502,46.317,17.902
45,045_mobile_night_video_56165151814_frame_0020.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0020.jpg,52.573,33.979,16.026
46,046_seed_streetlight_dataset_test_train_set_2_frame_68_jpg.rf.tEUjha7W0bLWkanUkAfw.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_68_jpg.rf.tEUjha7W0bLWkanUkAfw.jpg,50.644,33.375,30.909
47,047_mobile_night_video_561651518146_frame_0020.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0020.jpg,52.573,33.979,16.026
48,048_seed_streetlight_dataset_train_train_set_1_frame_84_jpg.rf.FRsKIHkUfunbQvheLXwt.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_84_jpg.rf.FRsKIHkUfunbQvheLXwt.jpg,34.03,36.21,10.295
49,049_mobile_night_video_20250529_205107_frame_0234.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0234.jpg,35.879,39.172,15.035
50,050_seed_streetlight_dataset_valid_train_set_1_frame_430_jpg.rf.PSpi42gqlHNtdw8vo8UQ.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_430_jpg.rf.PSpi42gqlHNtdw8vo8UQ.jpg,43.604,39.9,19.093
51,051_mobile_night_video_5616515181548_frame_0078.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0078.jpg,32.942,39.392,14.113
52,052_seed_streetlight_dataset_test_train_set_1_frame_65_jpg.rf.wbAhNlsw7Ns8t0c9a4RH.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_65_jpg.rf.wbAhNlsw7Ns8t0c9a4RH.jpg,50.806,39.977,13.481
53,053_mobile_night_video_20250529_211431_frame_0037.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0037.jpg,35.012,40.332,15.361
54,054_seed_streetlight_dataset_train_set_5_frame_39_jpg.rf.KMDAsW9if6ZjyvblE458.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\set_5_frame_39_jpg.rf.KMDAsW9if6ZjyvblE458.jpg,34.054,36.217,10.3
55,055_mobile_night_video_561651518145_frame_0022.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0022.jpg,15.416,15.989,13.651
56,056_seed_streetlight_dataset_valid_train_set_2_frame_111_jpg.rf.JUwcPp0ESoekUJWNWqMo.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_111_jpg.rf.JUwcPp0ESoekUJWNWqMo.jpg,44.125,37.753,23.257
57,057_mobile_night_video_20250529_205304_frame_0030.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0030.jpg,33.317,35.539,11.069
58,058_seed_streetlight_dataset_test_train_set_1_frame_126_jpg.rf.N68v5jrd2VxHvEnVdxqS.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_126_jpg.rf.N68v5jrd2VxHvEnVdxqS.jpg,51.353,42.427,26.386
59,059_mobile_night_video_20250529_205507_frame_0094.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0094.jpg,31.77,34.906,22.923
60,060_seed_streetlight_dataset_train_train_set_1_frame_342_jpg.rf.qsygmpsMFtLV07fCQSiJ.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_342_jpg.rf.qsygmpsMFtLV07fCQSiJ.jpg,34.449,39.956,12.984
61,061_mobile_night_video_20250529_205815_frame_0054.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0054.jpg,35.691,35.234,11.975
62,062_seed_streetlight_dataset_valid_train_set_1_frame_131_jpg.rf.5xGpO2nOKhO2LaAzSib2.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_131_jpg.rf.5xGpO2nOKhO2LaAzSib2.jpg,44.77,38.678,16.277
63,063_mobile_night_video_20250529_2050207_frame_0021.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0021.jpg,44.489,42.148,15.843
64,064_seed_streetlight_dataset_test_train_set_1_frame_313_jpg.rf.dg0ptizktAhFwsL6oDGq.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_313_jpg.rf.dg0ptizktAhFwsL6oDGq.jpg,51.832,46.889,26.657
65,065_mobile_night_video_20250529_205437_frame_0078.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0078.jpg,32.942,39.392,14.113
66,066_seed_streetlight_dataset_train_set_1_frame_189_jpg.rf.LsgBqzS9BzPM8pSBUzeP.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\set_1_frame_189_jpg.rf.LsgBqzS9BzPM8pSBUzeP.jpg,34.471,39.965,12.997
67,067_mobile_night_video_56165151815_frame_0005.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0005.jpg,29.424,47.43,19.796
68,068_seed_streetlight_dataset_valid_train_set_1_frame_197_jpg.rf.yK5mrXiJWThxltN1aLaW.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_197_jpg.rf.yK5mrXiJWThxltN1aLaW.jpg,44.786,42.579,11.309
69,069_mobile_night_video_56165151814_frame_0001.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0001.jpg,54.005,42.946,16.877
70,070_seed_streetlight_dataset_test_train_set_1_frame_133_jpg.rf.APtcvQwy5fFHX5ktYG8a.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_133_jpg.rf.APtcvQwy5fFHX5ktYG8a.jpg,51.963,43.231,28.068
71,071_mobile_night_video_561651518146_frame_0001.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0001.jpg,54.005,42.946,16.877
72,072_seed_streetlight_dataset_train_train_set_1_frame_87_jpg.rf.yxPIjON18z8BiVzIGc4j.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_87_jpg.rf.yxPIjON18z8BiVzIGc4j.jpg,34.498,37.718,10.958
73,073_mobile_night_video_20250529_205107_frame_0237.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0237.jpg,35.921,41.005,13.634
74,074_seed_streetlight_dataset_valid_train_set_1_frame_96_jpg.rf.giuaEoqfovacufctdatz.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_96_jpg.rf.giuaEoqfovacufctdatz.jpg,45.742,42.652,16.746
75,075_mobile_night_video_5616515181548_frame_0236.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0236.jpg,33.383,38.963,13.553
76,076_seed_streetlight_dataset_test_train_set_1_frame_128_jpg.rf.Dv7ezRfqnzAsoqtyg47k.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_128_jpg.rf.Dv7ezRfqnzAsoqtyg47k.jpg,52.172,44.039,27.099
77,077_mobile_night_video_20250529_211431_frame_0039.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0039.jpg,35.403,36.384,16.041
78,078_seed_streetlight_dataset_train_train_set_1_frame_343_jpg.rf.mw6iuiPOuRVJOGGw7zZo.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_343_jpg.rf.mw6iuiPOuRVJOGGw7zZo.jpg,35.044,42.586,14.273
79,079_mobile_night_video_561651518145_frame_0019.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0019.jpg,16.611,22.379,14.459
80,080_seed_streetlight_dataset_valid_train_set_2_frame_99_jpg.rf.Wrf5CpkkSqxq0Jl5yabt.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_99_jpg.rf.Wrf5CpkkSqxq0Jl5yabt.jpg,46.26,36.701,28.24
81,081_mobile_night_video_20250529_205304_frame_0073.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0073.jpg,33.428,34.051,12.844
82,082_mobile_night_video_20250529_205507_frame_0122.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0122.jpg,32.14,39.422,18.529
83,083_mobile_night_video_20250529_205815_frame_0037.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0037.jpg,35.704,36.581,10.243
84,084_mobile_night_video_20250529_2050207_frame_0010.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0010.jpg,45.543,49.39,15.784
85,085_mobile_night_video_20250529_205437_frame_0079.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0079.jpg,33.722,40.396,15.147
86,086_mobile_night_video_56165151815_frame_0002.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0002.jpg,29.948,46.179,18.992
87,087_mobile_night_video_56165151814_frame_0011.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0011.jpg,54.868,43.789,15.389
88,088_mobile_night_video_561651518146_frame_0011.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0011.jpg,54.868,43.789,15.389
89,089_mobile_night_video_20250529_205107_frame_0202.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0202.jpg,36.023,35.79,12.155
90,090_mobile_night_video_5616515181548_frame_0079.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0079.jpg,33.722,40.396,15.147
91,091_mobile_night_video_20250529_211431_frame_0035.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0035.jpg,35.576,46.817,13.725
92,092_mobile_night_video_561651518145_frame_0015.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0015.jpg,16.848,24.732,15.827
93,093_mobile_night_video_20250529_205304_frame_0050.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0050.jpg,33.912,39.741,11.601
94,094_mobile_night_video_20250529_205507_frame_0125.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0125.jpg,32.234,39.681,15.469
95,095_mobile_night_video_20250529_205815_frame_0041.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0041.jpg,36.018,39.573,12.656
96,096_mobile_night_video_20250529_2050207_frame_0051.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0051.jpg,46.164,40.258,20.982
97,097_mobile_night_video_20250529_205437_frame_0073.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0073.jpg,35.56,29.976,14.65
98,098_mobile_night_video_56165151815_frame_0006.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0006.jpg,30.761,43.781,20.535
99,099_mobile_night_video_56165151814_frame_0019.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0019.jpg,55.545,39.248,18.02
