batch_index,image_name,width,height,source_pool,source_group,original_path,brightness_mean,contrast_std,edge_mean
15,015_mobile_night_video_20250529_2050207_frame_0078.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0078.jpg,38.981,33.167,16.539
16,016_seed_streetlight_dataset_valid_train_set_2_frame_28_jpg.rf.54vCClxAAr20XzzMXqYR.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_28_jpg.rf.54vCClxAAr20XzzMXqYR.jpg,15.503,16.004,13.621
17,017_mobile_night_video_20250529_205437_frame_0074.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0074.jpg,30.537,31.106,13.708
18,018_seed_streetlight_dataset_test_val_set_1_frame_99_jpg.rf.60Xx6ALLVua6PWABBPql.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\val_set_1_frame_99_jpg.rf.60Xx6ALLVua6PWABBPql.jpg,35.117,39.308,13.261
19,019_mobile_night_video_56165151815_frame_0027.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0027.jpg,20.079,27.91,14.579
20,020_seed_streetlight_dataset_train_train_set_2_frame_5_jpg.rf.XRDDaYsNah8ma3McdPpg.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_5_jpg.rf.XRDDaYsNah8ma3McdPpg.jpg,13.149,19.112,10.816
21,021_mobile_night_video_56165151814_frame_0005.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0005.jpg,42.111,34.905,17.091
22,022_seed_streetlight_dataset_valid_train_set_2_frame_18_jpg.rf.9j8rbyNSU01NxLqgKJQZ.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_18_jpg.rf.9j8rbyNSU01NxLqgKJQZ.jpg,16.93,24.754,15.809
23,023_mobile_night_video_561651518146_frame_0005.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0005.jpg,42.111,34.905,17.091
24,024_seed_streetlight_dataset_test_test_set_1_frame_27_jpg.rf.zNjD3aPDgHCRD0v5Ud1J.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\test_set_1_frame_27_jpg.rf.zNjD3aPDgHCRD0v5Ud1J.jpg,38.449,40.336,16.08
25,025_mobile_night_video_20250529_205107_frame_0236.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0236.jpg,33.383,38.963,13.553
26,026_seed_streetlight_dataset_train_train_set_2_frame_6_jpg.rf.fBPGqjd6EENi88s72LjH.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_6_jpg.rf.fBPGqjd6EENi88s72LjH.jpg,13.151,19.114,10.805
27,027_mobile_night_video_5616515181548_frame_0075.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0075.jpg,30.846,35.275,13.863
28,028_seed_streetlight_dataset_valid_train_set_2_frame_7_jpg.rf.GVnH7ruYERjJMdhbO05j.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_7_jpg.rf.GVnH7ruYERjJMdhbO05j.jpg,20.628,28.377,18.054
29,029_mobile_night_video_20250529_211431_frame_0041.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0041.jpg,32.22,35.28,15.612
30,030_seed_streetlight_dataset_test_train_set_1_frame_179_jpg.rf.bBR6RQPgDh5U5drkv6cJ.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_179_jpg.rf.bBR6RQPgDh5U5drkv6cJ.jpg,38.961,33.167,16.532
31,031_mobile_night_video_561651518145_frame_0029.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0029.jpg,5.065,11.328,7.725
32,032_seed_streetlight_dataset_train_train_set_2_frame_29_jpg.rf.7j46byYkUbEZuwPzIQCT.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_29_jpg.rf.7j46byYkUbEZuwPzIQCT.jpg,15.502,16.003,13.626
33,033_mobile_night_video_20250529_205304_frame_0076.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0076.jpg,30.27,36.484,12.58
34,034_seed_streetlight_dataset_valid_test_set_2_frame_3_jpg.rf.eDuIdFTMhUM0aM2sMblP.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\test_set_2_frame_3_jpg.rf.eDuIdFTMhUM0aM2sMblP.jpg,21.28,23.457,19.458
35,035_mobile_night_video_20250529_205507_frame_0098.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0098.jpg,27.695,34.186,18.093
36,036_seed_streetlight_dataset_test_val_set_1_frame_104_jpg.rf.HC8QPHMSmFmH76RxEO6P.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\val_set_1_frame_104_jpg.rf.HC8QPHMSmFmH76RxEO6P.jpg,39.478,36.966,13.307
37,037_mobile_night_video_20250529_205815_frame_0000.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0000.jpg,32.793,33.974,10.4
38,038_seed_streetlight_dataset_train_train_set_2_frame_23_jpg.rf.bICzjRzzK5Cm9PJYvubV.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_23_jpg.rf.bICzjRzzK5Cm9PJYvubV.jpg,16.713,22.398,14.46
39,039_mobile_night_video_20250529_2050207_frame_0050.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0050.jpg,41.995,38.977,19.191
40,040_seed_streetlight_dataset_valid_train_set_2_frame_35_jpg.rf.syRHiKL9aEiGVyktIEWz.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_35_jpg.rf.syRHiKL9aEiGVyktIEWz.jpg,22.324,26.565,18.676
41,041_mobile_night_video_20250529_205437_frame_0075.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0075.jpg,30.846,35.275,13.863
42,042_seed_streetlight_dataset_test_train_set_1_frame_124_jpg.rf.tqZOpCOZfw6TdNAIcDZ4.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_124_jpg.rf.tqZOpCOZfw6TdNAIcDZ4.jpg,41.149,39.243,12.577
43,043_mobile_night_video_56165151815_frame_0029.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0029.jpg,20.108,29.829,11.684
44,044_seed_streetlight_dataset_train_train_set_2_frame_22_jpg.rf.wZbXL8y3zVUbSoyF69Bt.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_22_jpg.rf.wZbXL8y3zVUbSoyF69Bt.jpg,16.713,22.402,14.463
45,045_mobile_night_video_56165151814_frame_0017.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0017.jpg,43.966,44.504,16.226
46,046_seed_streetlight_dataset_valid_train_set_1_frame_380_jpg.rf.kV0IB07VtzgyAFXpXngA.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_380_jpg.rf.kV0IB07VtzgyAFXpXngA.jpg,35.863,39.157,15.016
47,047_mobile_night_video_561651518146_frame_0017.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0017.jpg,43.966,44.504,16.226
48,048_seed_streetlight_dataset_test_train_set_1_frame_345_jpg.rf.b4yfU2LDyr8kGcnbP26i.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_345_jpg.rf.b4yfU2LDyr8kGcnbP26i.jpg,43.548,50.943,17.623
49,049_mobile_night_video_20250529_205107_frame_0235.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0235.jpg,34.038,38.273,13.647
50,050_seed_streetlight_dataset_train_train_set_2_frame_17_jpg.rf.Hf7No4pEVg6PsaX4nuzO.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_17_jpg.rf.Hf7No4pEVg6PsaX4nuzO.jpg,16.927,24.754,15.808
51,051_mobile_night_video_5616515181548_frame_0099.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0099.jpg,31.747,32.945,17.664
52,052_seed_streetlight_dataset_valid_train_set_1_frame_328_jpg.rf.kqlMH1eBqYk7GeqR9haL.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_328_jpg.rf.kqlMH1eBqYk7GeqR9haL.jpg,36.635,33.949,12.991
53,053_mobile_night_video_20250529_211431_frame_0043.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0043.jpg,32.532,36.635,15.826
54,054_seed_streetlight_dataset_test_train_set_1_frame_171_jpg.rf.dkc6ul7lFsUGvt20Uh6f.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_171_jpg.rf.dkc6ul7lFsUGvt20Uh6f.jpg,43.615,40.365,14.383
55,055_mobile_night_video_561651518145_frame_0028.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0028.jpg,6.521,12.023,8.668
56,056_seed_streetlight_dataset_train_train_set_2_frame_37_jpg.rf.haN0QUKwrmzsnUccH0GI.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_37_jpg.rf.haN0QUKwrmzsnUccH0GI.jpg,18.938,23.27,14.473
57,057_mobile_night_video_20250529_205304_frame_0074.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0074.jpg,30.326,35.578,12.288
58,058_seed_streetlight_dataset_valid_train_set_1_frame_341_jpg.rf.JD7s0KF2nY1CTwsqWbkj.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_341_jpg.rf.JD7s0KF2nY1CTwsqWbkj.jpg,37.434,40.866,14.358
59,059_mobile_night_video_20250529_205507_frame_0012.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0012.jpg,29.273,25.673,11.539
60,060_seed_streetlight_dataset_test_train_set_1_frame_50_jpg.rf.BfOAzD86XyZV4vEbqHYu.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_50_jpg.rf.BfOAzD86XyZV4vEbqHYu.jpg,44.29,41.547,15.589
61,061_mobile_night_video_20250529_205815_frame_0001.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0001.jpg,33.7,36.586,10.412
62,062_seed_streetlight_dataset_train_train_set_2_frame_8_jpg.rf.d4n5jubCOBZkXrPAqpuw.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_8_jpg.rf.d4n5jubCOBZkXrPAqpuw.jpg,20.627,28.378,18.058
63,063_mobile_night_video_20250529_2050207_frame_0049.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0049.jpg,42.074,35.521,17.329
64,064_seed_streetlight_dataset_valid_train_set_1_frame_334_jpg.rf.6QnUGvq8JP7Il7AxxzFb.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_334_jpg.rf.6QnUGvq8JP7Il7AxxzFb.jpg,38.085,43.24,14.239
65,065_mobile_night_video_20250529_205437_frame_0099.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0099.jpg,31.747,32.945,17.664
66,066_seed_streetlight_dataset_test_train_set_1_frame_45_jpg.rf.IHwnyoOmssQl9GMtntZS.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_45_jpg.rf.IHwnyoOmssQl9GMtntZS.jpg,44.473,42.146,15.831
67,067_mobile_night_video_56165151815_frame_0028.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0028.jpg,21.617,29.673,14.481
68,068_seed_streetlight_dataset_train_train_set_2_frame_36_jpg.rf.3yokkH2bqArnYGSJHNUA.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_36_jpg.rf.3yokkH2bqArnYGSJHNUA.jpg,22.323,26.563,18.668
69,069_mobile_night_video_56165151814_frame_0016.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0016.jpg,46.028,48.329,15.039
70,070_seed_streetlight_dataset_valid_train_set_1_frame_361_jpg.rf.17AsOWU4lXpqvU7LmBcx.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_361_jpg.rf.17AsOWU4lXpqvU7LmBcx.jpg,38.515,41.951,13.365
71,071_mobile_night_video_561651518146_frame_0016.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0016.jpg,46.028,48.329,15.039
72,072_seed_streetlight_dataset_test_train_set_2_frame_191_jpg.rf.vTtuFNtSMel7I7QDPjXv.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_191_jpg.rf.vTtuFNtSMel7I7QDPjXv.jpg,46.47,49.163,27.01
73,073_mobile_night_video_20250529_205107_frame_0189.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0189.jpg,34.392,39.58,13.613
74,074_seed_streetlight_dataset_train_test_set_2_frame_2_jpg.rf.nh4hHVKMeQMpOuDvaTsz.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\test_set_2_frame_2_jpg.rf.nh4hHVKMeQMpOuDvaTsz.jpg,25.259,28.626,17.902
75,075_mobile_night_video_5616515181548_frame_0077.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0077.jpg,32.414,37.937,14.214
76,076_seed_streetlight_dataset_valid_train_set_1_frame_357_jpg.rf.A0oDK0yzQBLiNmpkzdcf.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_357_jpg.rf.A0oDK0yzQBLiNmpkzdcf.jpg,38.86,37.828,13.443
77,077_mobile_night_video_20250529_211431_frame_0044.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0044.jpg,33.053,38.552,15.918
78,078_seed_streetlight_dataset_test_train_set_2_frame_100_jpg.rf.jkcGS4yJmbykBLz3ijGe.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_100_jpg.rf.jkcGS4yJmbykBLz3ijGe.jpg,48.043,41.197,24.898
79,079_mobile_night_video_561651518145_frame_0025.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0025.jpg,6.535,11.997,7.05
80,080_seed_streetlight_dataset_train_train_set_2_frame_30_jpg.rf.PrebbOE1OnUex5az1iGR.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_2_frame_30_jpg.rf.PrebbOE1OnUex5az1iGR.jpg,29.213,30.179,24.225
81,081_mobile_night_video_20250529_205304_frame_0077.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0077.jpg,31.127,38.208,12.783
82,082_mobile_night_video_20250529_205507_frame_0100.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0100.jpg,29.304,37.344,18.612
83,083_mobile_night_video_20250529_205815_frame_0038.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0038.jpg,34.054,36.217,10.3
84,084_mobile_night_video_20250529_2050207_frame_0008.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0008.jpg,42.403,44.42,13.556
85,085_mobile_night_video_20250529_205437_frame_0077.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0077.jpg,32.414,37.937,14.214
86,086_mobile_night_video_56165151815_frame_0026.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0026.jpg,24.392,27.643,14.783
87,087_mobile_night_video_56165151814_frame_0015.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0015.jpg,50.306,40.802,14.591
88,088_mobile_night_video_561651518146_frame_0015.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0015.jpg,50.306,40.802,14.591
89,089_mobile_night_video_20250529_205107_frame_0188.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0188.jpg,34.471,39.965,12.997
90,090_mobile_night_video_5616515181548_frame_0080.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0080.jpg,32.428,40.808,14.653
91,091_mobile_night_video_20250529_211431_frame_0045.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0045.jpg,33.6,40.191,16.419
92,092_mobile_night_video_561651518145_frame_0014.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0014.jpg,6.726,13.752,7.273
93,093_mobile_night_video_20250529_205304_frame_0078.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0078.jpg,32.194,39.62,12.804
94,094_mobile_night_video_20250529_205507_frame_0123.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0123.jpg,30.077,34.146,17.113
95,095_mobile_night_video_20250529_205815_frame_0039.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0039.jpg,34.518,37.719,10.97
96,096_mobile_night_video_20250529_2050207_frame_0009.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0009.jpg,42.948,48.895,15.105
97,097_mobile_night_video_20250529_205437_frame_0080.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0080.jpg,32.428,40.808,14.653
98,098_mobile_night_video_56165151815_frame_0025.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0025.jpg,24.975,27.62,16.882
99,099_mobile_night_video_56165151814_frame_0018.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0018.jpg,50.707,48.018,18.871
