batch_index,image_name,width,height,source_pool,source_group,original_path,brightness_mean,contrast_std,edge_mean
40,040_seed_streetlight_dataset_train_train_set_1_frame_356_jpg.rf.zwizc1b13Ip8W0Qg8fg2.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_356_jpg.rf.zwizc1b13Ip8W0Qg8fg2.jpg,36.872,37.34,12.51
41,041_mobile_night_video_20250529_205437_frame_0065.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0065.jpg,35.903,35.934,23.994
42,042_seed_streetlight_dataset_valid_train_set_1_frame_408_jpg.rf.iKovcHfAk5gTGI2OoQyf.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_408_jpg.rf.iKovcHfAk5gTGI2OoQyf.jpg,50.956,46.082,13.949
43,043_mobile_night_video_56165151815_frame_0001.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0001.jpg,32.927,49.9,21.024
44,044_seed_streetlight_dataset_test_train_set_1_frame_297_jpg.rf.d8U4lW3rcUJYE6E8fp5n.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_297_jpg.rf.d8U4lW3rcUJYE6E8fp5n.jpg,58.365,55.089,33.255
45,045_mobile_night_video_56165151814_frame_0009.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0009.jpg,56.909,39.023,19.544
46,046_seed_streetlight_dataset_train_train_set_1_frame_112_jpg.rf.8jwdOPimOeebmbm0yri9.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_112_jpg.rf.8jwdOPimOeebmbm0yri9.jpg,36.989,37.86,16.428
47,047_mobile_night_video_561651518146_frame_0009.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0009.jpg,56.909,39.023,19.544
48,048_seed_streetlight_dataset_valid_train_set_1_frame_435_jpg.rf.9gjT3LXr0jHG5wGm131V.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_435_jpg.rf.9gjT3LXr0jHG5wGm131V.jpg,51.025,44.205,17.827
49,049_mobile_night_video_20250529_205107_frame_0203.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0203.jpg,36.899,37.343,12.517
50,050_seed_streetlight_dataset_test_train_set_1_frame_108_jpg.rf.L5KhrX8EEO68E6maO9nG.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_108_jpg.rf.L5KhrX8EEO68E6maO9nG.jpg,58.398,43.415,24.226
51,051_mobile_night_video_5616515181548_frame_0188.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0188.jpg,34.471,39.965,12.997
52,052_seed_streetlight_dataset_train_set_5_frame_51_jpg.rf.LrvBKkJgF3ygFvlPGy5R.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\set_5_frame_51_jpg.rf.LrvBKkJgF3ygFvlPGy5R.jpg,37.008,37.859,16.421
53,053_mobile_night_video_20250529_211431_frame_0040.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0040.jpg,36.067,34.782,16.021
54,054_seed_streetlight_dataset_valid_train_set_2_frame_249_jpg.rf.pQyPrMO6tAeAEtKpoK8P.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_2_frame_249_jpg.rf.pQyPrMO6tAeAEtKpoK8P.jpg,51.26,39.752,28.682
55,055_mobile_night_video_561651518145_frame_0008.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0008.jpg,20.562,28.356,18.072
56,056_seed_streetlight_dataset_test_train_set_1_frame_390_jpg.rf.3sHsu2gbhHfKYKDGfuZA.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_390_jpg.rf.3sHsu2gbhHfKYKDGfuZA.jpg,58.491,47.419,19.297
57,057_mobile_night_video_20250529_205304_frame_0079.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0079.jpg,35.153,43.113,13.474
58,058_seed_streetlight_dataset_train_test_set_1_frame_24_jpg.rf.8cMZz7EZRvc93dF3PzTj.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\test_set_1_frame_24_jpg.rf.8cMZz7EZRvc93dF3PzTj.jpg,37.512,39.841,14.153
59,059_mobile_night_video_20250529_205507_frame_0102.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0102.jpg,32.601,40.444,18.729
60,060_seed_streetlight_dataset_valid_train_set_1_frame_302_jpg.rf.mrJ3mmrpiOvQxnyctIhj.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_302_jpg.rf.mrJ3mmrpiOvQxnyctIhj.jpg,51.586,40.255,30.723
61,061_mobile_night_video_20250529_205815_frame_0035.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0035.jpg,37.822,34.24,10.022
62,062_seed_streetlight_dataset_test_val_set_2_frame_7_jpg.rf.qbqGXiOkBnKq7kC7MLio.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\val_set_2_frame_7_jpg.rf.qbqGXiOkBnKq7kC7MLio.jpg,58.66,47.212,32.024
63,063_mobile_night_video_20250529_2050207_frame_0080.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0080.jpg,46.989,38.261,18.336
64,064_seed_streetlight_dataset_train_train_set_1_frame_79_jpg.rf.YKJkvTgYKDZbWnWjoDO4.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_79_jpg.rf.YKJkvTgYKDZbWnWjoDO4.jpg,37.794,34.24,10.037
65,065_mobile_night_video_20250529_205437_frame_0098.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0098.jpg,36.328,31.16,18.469
66,066_seed_streetlight_dataset_valid_train_set_1_frame_348_jpg.rf.LQ1jcz4s6VRkzitUyeVX.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_348_jpg.rf.LQ1jcz4s6VRkzitUyeVX.jpg,51.656,52.19,22.09
67,067_mobile_night_video_56165151815_frame_0014.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0014.jpg,33.323,43.087,20.213
68,068_seed_streetlight_dataset_test_train_set_1_frame_392_jpg.rf.tPKp8ZGKubidpnjZJeNd.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_392_jpg.rf.tPKp8ZGKubidpnjZJeNd.jpg,58.83,43.8,18.889
69,069_mobile_night_video_56165151814_frame_0014.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0014.jpg,57.217,41.72,14.107
70,070_seed_streetlight_dataset_train_train_set_1_frame_354_jpg.rf.JCRjM1q9tzaKABMczBmZ.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_354_jpg.rf.JCRjM1q9tzaKABMczBmZ.jpg,37.963,34.481,14.907
71,071_mobile_night_video_561651518146_frame_0014.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0014.jpg,57.217,41.72,14.107
72,072_seed_streetlight_dataset_valid_val_set_1_frame_24_jpg.rf.10jVBo9R6JFKXgtL6Kb2.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\val_set_1_frame_24_jpg.rf.10jVBo9R6JFKXgtL6Kb2.jpg,51.894,44.836,22.261
73,073_mobile_night_video_20250529_205107_frame_0185.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0185.jpg,37.45,40.872,14.365
74,074_seed_streetlight_dataset_test_val_set_1_frame_32_jpg.rf.prnufUOH3iEbZ3g0lvoL.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\val_set_1_frame_32_jpg.rf.prnufUOH3iEbZ3g0lvoL.jpg,59.39,34.584,21.18
75,075_mobile_night_video_5616515181548_frame_0190.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0190.jpg,35.066,42.595,14.291
76,076_seed_streetlight_dataset_train_train_set_1_frame_8_jpg.rf.3MFLX63P78NYdkc4ZZlF.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_8_jpg.rf.3MFLX63P78NYdkc4ZZlF.jpg,38.247,42.595,10.516
77,077_mobile_night_video_20250529_211431_frame_0057.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0057.jpg,36.732,35.652,16.028
78,078_seed_streetlight_dataset_valid_train_set_1_frame_353_jpg.rf.su6z7wM3XscCMKGXpHfd.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_353_jpg.rf.su6z7wM3XscCMKGXpHfd.jpg,52.226,35.6,15.686
79,079_mobile_night_video_561651518145_frame_0018.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0018.jpg,21.176,23.424,19.491
80,080_seed_streetlight_dataset_test_train_set_1_frame_163_jpg.rf.a8J9c56wj7Cf2iHhvoOe.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_163_jpg.rf.a8J9c56wj7Cf2iHhvoOe.jpg,59.446,42.281,18.287
81,081_mobile_night_video_20250529_205304_frame_0125.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0125.jpg,36.116,34.828,14.028
82,082_mobile_night_video_20250529_205507_frame_0126.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0126.jpg,32.908,42.146,15.504
83,083_mobile_night_video_20250529_205815_frame_0003.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0003.jpg,38.264,42.588,10.539
84,084_mobile_night_video_20250529_2050207_frame_0012.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0012.jpg,47.027,50.889,16.527
85,085_mobile_night_video_20250529_205437_frame_0082.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0082.jpg,36.361,44.26,15.523
86,086_mobile_night_video_56165151815_frame_0011.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0011.jpg,34.342,38.302,20.099
87,087_mobile_night_video_56165151814_frame_0003.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0003.jpg,57.273,38.827,16.365
88,088_mobile_night_video_561651518146_frame_0003.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0003.jpg,57.273,38.827,16.365
89,089_mobile_night_video_20250529_205107_frame_0186.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0186.jpg,37.533,39.848,14.181
90,090_mobile_night_video_5616515181548_frame_0187.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0187.jpg,35.133,39.309,13.238
91,091_mobile_night_video_20250529_211431_frame_0062.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0062.jpg,36.753,38.685,15.728
92,092_mobile_night_video_561651518145_frame_0026.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0026.jpg,22.217,26.603,18.693
93,093_mobile_night_video_20250529_205304_frame_0098.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0098.jpg,36.153,39.224,13.825
94,094_mobile_night_video_20250529_205507_frame_0095.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0095.jpg,32.947,35.981,22.662
95,095_mobile_night_video_20250529_205815_frame_0042.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0042.jpg,38.463,41.142,14.752
96,096_mobile_night_video_20250529_2050207_frame_0020.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0020.jpg,47.147,43.226,15.674
97,097_mobile_night_video_20250529_205437_frame_0097.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0097.jpg,37.201,30.888,18.936
98,098_mobile_night_video_56165151815_frame_0007.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0007.jpg,34.784,45.557,21.541
99,099_mobile_night_video_56165151814_frame_0007.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0007.jpg,58.16,43.113,15.629
